0	1	2	3	4	5	6	7	8
NC_000019.10	BestRefSeq	gene	107104	113156	.	+	.	"gene_id ""OR4F17""; transcript_id """"; db_xref ""GeneID:81099""; db_xref ""HGNC:HGNC:15381""; description ""olfactory receptor family 4 subfamily F member 17""; gbkey ""Gene""; gene ""OR4F17""; gene_biotype ""protein_coding""; gene_synonym ""OR4F11P""; gene_synonym ""OR4F18""; gene_synonym ""OR4F19""; gene_synonym ""OR4F5""; "
NC_000019.10	BestRefSeq%2CGnomon	gene	281043	291403	.	-	.	"gene_id ""PLPP2""; transcript_id """"; db_xref ""GeneID:8612""; db_xref ""HGNC:HGNC:9230""; db_xref ""MIM:607126""; description ""phospholipid phosphatase 2""; gbkey ""Gene""; gene ""PLPP2""; gene_biotype ""protein_coding""; gene_synonym ""LPP2""; gene_synonym ""PAP-2c""; gene_synonym ""PAP2-g""; gene_synonym ""PPAP2C""; "
NC_000019.10	Gnomon	gene	302082	304361	.	-	.	"gene_id ""LOC124904605""; transcript_id """"; db_xref ""GeneID:124904605""; description ""uncharacterized LOC124904605""; gbkey ""Gene""; gene ""LOC124904605""; gene_biotype ""protein_coding""; partial ""true""; "
NC_000019.10	BestRefSeq%2CGnomon	gene	305573	344796	.	-	.	"gene_id ""MIER2""; transcript_id """"; db_xref ""GeneID:54531""; db_xref ""HGNC:HGNC:29210""; db_xref ""MIM:620092""; description ""MIER family member 2""; gbkey ""Gene""; gene ""MIER2""; gene_biotype ""protein_coding""; gene_synonym ""KIAA1193""; gene_synonym ""Mi-er2""; "
NC_000019.10	BestRefSeq%2CGnomon	gene	361747	376026	.	-	.	"gene_id ""SPMAP2""; transcript_id """"; db_xref ""GeneID:51298""; db_xref ""HGNC:HGNC:13706""; db_xref ""MIM:609503""; description ""sperm microtubule associated protein 2""; gbkey ""Gene""; gene ""SPMAP2""; gene_biotype ""protein_coding""; gene_synonym ""CT56""; gene_synonym ""THEG""; gene_synonym ""THEG1""; "
NC_000019.10	BestRefSeq%2CGnomon	gene	405445	409147	.	-	.	"gene_id ""C2CD4C""; transcript_id """"; db_xref ""GeneID:126567""; db_xref ""HGNC:HGNC:29417""; db_xref ""MIM:610336""; description ""C2 calcium dependent domain containing 4C""; gbkey ""Gene""; gene ""C2CD4C""; gene_biotype ""protein_coding""; gene_synonym ""FAM148C""; gene_synonym ""KIAA1957""; gene_synonym ""NLF3""; "
NC_000019.10	Gnomon	gene	409522	414465	.	-	.	"gene_id ""LOC124904607""; transcript_id """"; db_xref ""GeneID:124904607""; description ""proline-rich proteoglycan 2-like""; gbkey ""Gene""; gene ""LOC124904607""; gene_biotype ""protein_coding""; "
NC_000019.10	BestRefSeq%2CGnomon	gene	416589	461033	.	-	.	"gene_id ""SHC2""; transcript_id """"; db_xref ""GeneID:25759""; db_xref ""HGNC:HGNC:29869""; db_xref ""MIM:605217""; description ""SHC adaptor protein 2""; gbkey ""Gene""; gene ""SHC2""; gene_biotype ""protein_coding""; gene_synonym ""SCK""; gene_synonym ""SHCB""; gene_synonym ""SLI""; "
NC_000019.10	BestRefSeq%2CGnomon	gene	463361	491624	.	-	.	"gene_id ""CIMAP1D""; transcript_id """"; db_xref ""GeneID:284451""; db_xref ""HGNC:HGNC:26841""; description ""CIMAP1 family member D""; gbkey ""Gene""; gene ""CIMAP1D""; gene_biotype ""protein_coding""; gene_synonym ""C19orf19""; gene_synonym ""ODF3L2""; "
NC_000019.10	BestRefSeq	gene	496486	505343	.	+	.	"gene_id ""MADCAM1""; transcript_id """"; db_xref ""GeneID:8174""; db_xref ""HGNC:HGNC:6765""; db_xref ""MIM:102670""; description ""mucosal vascular addressin cell adhesion molecule 1""; gbkey ""Gene""; gene ""MADCAM1""; gene_biotype ""protein_coding""; gene_synonym ""MACAM1""; "
