0	1	2	3	4	5	6	7	8
NC_000009.12	BestRefSeq%2CGnomon	gene	14513	30487	.	-	.	"gene_id ""WASHC1""; transcript_id """"; db_xref ""GeneID:100287171""; db_xref ""HGNC:HGNC:24361""; db_xref ""MIM:613632""; description ""WASH complex subunit 1""; gbkey ""Gene""; gene ""WASHC1""; gene_biotype ""protein_coding""; gene_synonym ""FAM39E""; gene_synonym ""WASH""; gene_synonym ""WASH1""; "
NC_000009.12	Gnomon	gene	61997	75298	.	+	.	"gene_id ""LOC124902106""; transcript_id """"; db_xref ""GeneID:124902106""; description ""protein piccolo-like""; gbkey ""Gene""; gene ""LOC124902106""; gene_biotype ""protein_coding""; "
NC_000009.12	BestRefSeq	gene	116231	118417	.	-	.	"gene_id ""FOXD4""; transcript_id """"; db_xref ""GeneID:2298""; db_xref ""HGNC:HGNC:3805""; db_xref ""MIM:601092""; description ""forkhead box D4""; gbkey ""Gene""; gene ""FOXD4""; gene_biotype ""protein_coding""; gene_synonym ""FKHL9""; gene_synonym ""FOXD4A""; gene_synonym ""FREAC-5""; gene_synonym ""FREAC5""; "
NC_000009.12	BestRefSeq%2CGnomon	gene	120837	179056	.	-	.	"gene_id ""ZNG1A""; transcript_id """"; db_xref ""GeneID:55871""; db_xref ""HGNC:HGNC:17134""; db_xref ""MIM:611078""; description ""Zn regulated GTPase metalloprotein activator 1A""; gbkey ""Gene""; gene ""ZNG1A""; gene_biotype ""protein_coding""; gene_synonym ""CBWD1""; gene_synonym ""COBP""; "
NC_000009.12	BestRefSeq%2CGnomon	gene	211257	465255	.	+	.	"gene_id ""DOCK8""; transcript_id """"; db_xref ""GeneID:81704""; db_xref ""HGNC:HGNC:19191""; db_xref ""MIM:611432""; description ""dedicator of cytokinesis 8""; gbkey ""Gene""; gene ""DOCK8""; gene_biotype ""protein_coding""; gene_synonym ""HEL-205""; gene_synonym ""HIES2""; gene_synonym ""MRD2""; gene_synonym ""ZIR8""; "
NC_000009.12	BestRefSeq%2CGnomon	gene	470295	746103	.	+	.	"gene_id ""KANK1""; transcript_id """"; db_xref ""GeneID:23189""; db_xref ""HGNC:HGNC:19309""; db_xref ""MIM:607704""; description ""KN motif and ankyrin repeat domains 1""; gbkey ""Gene""; gene ""KANK1""; gene_biotype ""protein_coding""; gene_synonym ""ANKRD15""; gene_synonym ""CPSQ2""; gene_synonym ""KANK""; "
NC_000009.12	Gnomon	gene	499254	505553	.	-	.	"gene_id ""LOC105375947""; transcript_id """"; db_xref ""GeneID:105375947""; description ""translation initiation factor IF-2-like""; gbkey ""Gene""; gene ""LOC105375947""; gene_biotype ""protein_coding""; "
NC_000009.12	Gnomon	gene	706908	710642	.	-	.	"gene_id ""LOC107987042""; transcript_id """"; db_xref ""GeneID:107987042""; description ""phosphatidylinositol 4,5-bisphosphate 5-phosphatase A-like""; gbkey ""Gene""; gene ""LOC107987042""; gene_biotype ""protein_coding""; "
NC_000009.12	BestRefSeq%2CGnomon	gene	841697	969090	.	+	.	"gene_id ""DMRT1""; transcript_id """"; db_xref ""GeneID:1761""; db_xref ""HGNC:HGNC:2934""; db_xref ""MIM:602424""; description ""doublesex and mab-3 related transcription factor 1""; gbkey ""Gene""; gene ""DMRT1""; gene_biotype ""protein_coding""; gene_synonym ""CT154""; gene_synonym ""DMT1""; "
NC_000009.12	BestRefSeq	gene	976655	991732	.	+	.	"gene_id ""DMRT3""; transcript_id """"; db_xref ""GeneID:58524""; db_xref ""HGNC:HGNC:13909""; db_xref ""MIM:614754""; description ""doublesex and mab-3 related transcription factor 3""; gbkey ""Gene""; gene ""DMRT3""; gene_biotype ""protein_coding""; gene_synonym ""DMRTA3""; "
NC_000009.12	BestRefSeq%2CGnomon	gene	1050357	1057552	.	+	.	"gene_id ""DMRT2""; transcript_id """"; db_xref ""GeneID:10655""; db_xref ""HGNC:HGNC:2935""; db_xref ""MIM:604935""; description ""doublesex and mab-3 related transcription factor 2""; gbkey ""Gene""; gene ""DMRT2""; gene_biotype ""protein_coding""; gene_synonym ""DSXL-2""; "
