0	1	2	3	4	5	6	7	8
NC_000020.11	BestRefSeq	gene	87672	97094	.	+	.	"gene_id ""DEFB125""; transcript_id """"; db_xref ""GeneID:245938""; db_xref ""HGNC:HGNC:18105""; description ""defensin beta 125""; gbkey ""Gene""; gene ""DEFB125""; gene_biotype ""protein_coding""; gene_synonym ""DEFB-25""; "
NC_000020.11	BestRefSeq	gene	142590	145751	.	+	.	"gene_id ""DEFB126""; transcript_id """"; db_xref ""GeneID:81623""; db_xref ""HGNC:HGNC:15900""; db_xref ""MIM:620131""; description ""defensin beta 126""; gbkey ""Gene""; gene ""DEFB126""; gene_biotype ""protein_coding""; gene_synonym ""bA530N10.1""; gene_synonym ""C20orf8""; gene_synonym ""DEFB-26""; gene_synonym ""DEFB26""; gene_synonym ""hBD-26""; gene_synonym ""HBD26""; "
NC_000020.11	BestRefSeq	gene	157454	159163	.	+	.	"gene_id ""DEFB127""; transcript_id """"; db_xref ""GeneID:140850""; db_xref ""HGNC:HGNC:16206""; description ""defensin beta 127""; gbkey ""Gene""; gene ""DEFB127""; gene_biotype ""protein_coding""; gene_synonym ""bA530N10.2""; gene_synonym ""C20orf73""; gene_synonym ""DEF-27""; gene_synonym ""DEFB-27""; gene_synonym ""DEFB27""; gene_synonym ""hBD-27""; "
NC_000020.11	BestRefSeq	gene	187853	189711	.	-	.	"gene_id ""DEFB128""; transcript_id """"; db_xref ""GeneID:245939""; db_xref ""HGNC:HGNC:18106""; description ""defensin beta 128""; gbkey ""Gene""; gene ""DEFB128""; gene_biotype ""protein_coding""; gene_synonym ""DEFB-28""; gene_synonym ""DEFB28""; gene_synonym ""hBD-28""; "
NC_000020.11	BestRefSeq	gene	227258	229886	.	+	.	"gene_id ""DEFB129""; transcript_id """"; db_xref ""GeneID:140881""; db_xref ""HGNC:HGNC:16218""; description ""defensin beta 129""; gbkey ""Gene""; gene ""DEFB129""; gene_biotype ""protein_coding""; gene_synonym ""bA530N10.3""; gene_synonym ""C20orf87""; gene_synonym ""DEFB-29""; gene_synonym ""DEFB29""; gene_synonym ""hBD-29""; "
NC_000020.11	BestRefSeq	gene	257724	261096	.	+	.	"gene_id ""DEFB132""; transcript_id """"; db_xref ""GeneID:400830""; db_xref ""HGNC:HGNC:33806""; description ""defensin beta 132""; gbkey ""Gene""; gene ""DEFB132""; gene_biotype ""protein_coding""; gene_synonym ""BD-32""; gene_synonym ""DEFB-32""; gene_synonym ""DEFB32""; gene_synonym ""HEL-75""; gene_synonym ""KFLL827""; gene_synonym ""UNQ827""; "
NC_000020.11	BestRefSeq%2CGnomon	gene	270863	290750	.	-	.	"gene_id ""C20orf96""; transcript_id """"; db_xref ""GeneID:140680""; db_xref ""HGNC:HGNC:16227""; description ""chromosome 20 open reading frame 96""; gbkey ""Gene""; gene ""C20orf96""; gene_biotype ""protein_coding""; gene_synonym ""dJ1103G7.2""; "
NC_000020.11	BestRefSeq	gene	297570	300321	.	+	.	"gene_id ""ZCCHC3""; transcript_id """"; db_xref ""GeneID:85364""; db_xref ""HGNC:HGNC:16230""; db_xref ""MIM:618326""; description ""zinc finger CCHC-type containing 3""; gbkey ""Gene""; gene ""ZCCHC3""; gene_biotype ""protein_coding""; gene_synonym ""C20orf99""; "
NC_000020.11	BestRefSeq	gene	325552	330224	.	+	.	"gene_id ""SOX12""; transcript_id """"; db_xref ""GeneID:6666""; db_xref ""HGNC:HGNC:11198""; db_xref ""MIM:601947""; description ""SRY-box transcription factor 12""; gbkey ""Gene""; gene ""SOX12""; gene_biotype ""protein_coding""; gene_synonym ""SOX22""; "
NC_000020.11	Gnomon	gene	346266	348690	.	-	.	"gene_id ""LOC101929937""; transcript_id """"; db_xref ""GeneID:101929937""; description ""serine/arginine repetitive matrix protein 2-like""; gbkey ""Gene""; gene ""LOC101929937""; gene_biotype ""protein_coding""; "
