0	1	2	3	4	5	6	7	8
NC_000006.12	BestRefSeq%2CGnomon	gene	292487	351355	.	+	.	"gene_id ""DUSP22""; transcript_id """"; db_xref ""GeneID:56940""; db_xref ""HGNC:HGNC:16077""; db_xref ""MIM:616778""; description ""dual specificity phosphatase 22""; gbkey ""Gene""; gene ""DUSP22""; gene_biotype ""protein_coding""; gene_synonym ""JKAP""; gene_synonym ""JSP-1""; gene_synonym ""JSP1""; gene_synonym ""LMW-DSP2""; gene_synonym ""LMWDSP2""; gene_synonym ""MKP-x""; gene_synonym ""MKPX""; gene_synonym ""VHX""; "
NC_000006.12	BestRefSeq%2CGnomon	gene	391752	411443	.	+	.	"gene_id ""IRF4""; transcript_id """"; db_xref ""GeneID:3662""; db_xref ""HGNC:HGNC:6119""; db_xref ""MIM:601900""; description ""interferon regulatory factor 4""; gbkey ""Gene""; gene ""IRF4""; gene_biotype ""protein_coding""; gene_synonym ""LSIRF""; gene_synonym ""MUM1""; gene_synonym ""NF-EM5""; gene_synonym ""SHEP8""; "
NC_000006.12	BestRefSeq%2CGnomon	gene	485154	693139	.	-	.	"gene_id ""EXOC2""; transcript_id """"; db_xref ""GeneID:55770""; db_xref ""HGNC:HGNC:24968""; db_xref ""MIM:615329""; description ""exocyst complex component 2""; gbkey ""Gene""; gene ""EXOC2""; gene_biotype ""protein_coding""; gene_synonym ""NEDFACH""; gene_synonym ""SEC5""; gene_synonym ""SEC5L1""; gene_synonym ""Sec5p""; "
NC_000006.12	BestRefSeq	gene	655939	657100	.	-	.	"gene_id ""HUS1B""; transcript_id """"; db_xref ""GeneID:135458""; db_xref ""HGNC:HGNC:16485""; db_xref ""MIM:609713""; description ""HUS1 checkpoint clamp component B""; gbkey ""Gene""; gene ""HUS1B""; gene_biotype ""protein_coding""; "
NC_000006.12	BestRefSeq	gene	1312098	1314758	.	+	.	"gene_id ""FOXQ1""; transcript_id """"; db_xref ""GeneID:94234""; db_xref ""HGNC:HGNC:20951""; db_xref ""MIM:612788""; description ""forkhead box Q1""; gbkey ""Gene""; gene ""FOXQ1""; gene_biotype ""protein_coding""; gene_synonym ""HFH1""; "
NC_000006.12	BestRefSeq	gene	1377885	1389461	.	-	.	"gene_id ""LOC132932482""; transcript_id """"; db_xref ""GeneID:132932482""; description ""Uncharacterized LOC132932482""; gbkey ""Gene""; gene ""LOC132932482""; gene_biotype ""protein_coding""; "
NC_000006.12	BestRefSeq	gene	1389576	1395603	.	+	.	"gene_id ""FOXF2""; transcript_id """"; db_xref ""GeneID:2295""; db_xref ""HGNC:HGNC:3810""; db_xref ""MIM:603250""; description ""forkhead box F2""; gbkey ""Gene""; gene ""FOXF2""; gene_biotype ""protein_coding""; gene_synonym ""FKHL6""; gene_synonym ""FREAC-2""; gene_synonym ""FREAC2""; "
NC_000006.12	BestRefSeq	gene	1609915	1613897	.	+	.	"gene_id ""FOXC1""; transcript_id """"; db_xref ""GeneID:2296""; db_xref ""HGNC:HGNC:3800""; db_xref ""MIM:601090""; description ""forkhead box C1""; gbkey ""Gene""; gene ""FOXC1""; gene_biotype ""protein_coding""; gene_synonym ""ARA""; gene_synonym ""ASGD3""; gene_synonym ""FKHL7""; gene_synonym ""FREAC-3""; gene_synonym ""FREAC3""; gene_synonym ""IGDA""; gene_synonym ""IHG1""; gene_synonym ""IRID1""; gene_synonym ""RIEG3""; "
NC_000006.12	BestRefSeq%2CGnomon	gene	1623806	2245605	.	-	.	"gene_id ""GMDS""; transcript_id """"; db_xref ""GeneID:2762""; db_xref ""HGNC:HGNC:4369""; db_xref ""MIM:602884""; description ""GDP-mannose 4,6-dehydratase""; gbkey ""Gene""; gene ""GMDS""; gene_biotype ""protein_coding""; gene_synonym ""GMD""; gene_synonym ""SDR3E1""; "
NC_000006.12	BestRefSeq%2CGnomon	gene	2663637	2770376	.	-	.	"gene_id ""MYLK4""; transcript_id """"; db_xref ""GeneID:340156""; db_xref ""HGNC:HGNC:27972""; description ""myosin light chain kinase family member 4""; gbkey ""Gene""; gene ""MYLK4""; gene_biotype ""protein_coding""; gene_synonym ""SgK085""; "
NC_000006.12	BestRefSeq%2CGnomon	gene	2765393	2786952	.	+	.	"gene_id ""WRNIP1""; transcript_id """"; db_xref ""GeneID:56897""; db_xref ""HGNC:HGNC:20876""; db_xref ""MIM:608196""; description ""WRN helicase interacting protein 1""; gbkey ""Gene""; gene ""WRNIP1""; gene_biotype ""protein_coding""; gene_synonym ""bA420G6.2""; gene_synonym ""CFAP93""; gene_synonym ""FAP93""; gene_synonym ""WHIP""; "
NC_000006.12	BestRefSeq%2CGnomon	gene	2832332	2841863	.	-	.	"gene_id ""SERPINB1""; transcript_id """"; db_xref ""GeneID:1992""; db_xref ""HGNC:HGNC:3311""; db_xref ""MIM:130135""; description ""serpin family B member 1""; gbkey ""Gene""; gene ""SERPINB1""; gene_biotype ""protein_coding""; gene_synonym ""EI""; gene_synonym ""ELANH2""; gene_synonym ""HEL-S-27""; gene_synonym ""HEL57""; gene_synonym ""LEI""; gene_synonym ""M/NEI""; gene_synonym ""MNEI""; gene_synonym ""PI-2""; gene_synonym ""PI2""; "
NC_000006.12	BestRefSeq%2CGnomon	gene	2887270	2903309	.	-	.	"gene_id ""SERPINB9""; transcript_id """"; db_xref ""GeneID:5272""; db_xref ""HGNC:HGNC:8955""; db_xref ""MIM:601799""; description ""serpin family B member 9""; gbkey ""Gene""; gene ""SERPINB9""; gene_biotype ""protein_coding""; gene_synonym ""CAP-3""; gene_synonym ""CAP3""; gene_synonym ""PI-9""; gene_synonym ""PI9""; "
NC_000006.12	BestRefSeq%2CGnomon	gene	2948159	2971793	.	-	.	"gene_id ""SERPINB6""; transcript_id """"; db_xref ""GeneID:5269""; db_xref ""HGNC:HGNC:8950""; db_xref ""MIM:173321""; description ""serpin family B member 6""; gbkey ""Gene""; gene ""SERPINB6""; gene_biotype ""protein_coding""; gene_synonym ""CAP""; gene_synonym ""DFNB91""; gene_synonym ""MSTP057""; gene_synonym ""PI-6""; gene_synonym ""PI6""; gene_synonym ""PTI""; gene_synonym ""SPI3""; "
NC_000006.12	BestRefSeq	gene	2999894	3019755	.	+	.	"gene_id ""NQO2""; transcript_id """"; db_xref ""GeneID:4835""; db_xref ""HGNC:HGNC:7856""; db_xref ""MIM:160998""; description ""N-ribosyldihydronicotinamide:quinone dehydrogenase 2""; gbkey ""Gene""; gene ""NQO2""; gene_biotype ""protein_coding""; gene_synonym ""DHQV""; gene_synonym ""DIA6""; gene_synonym ""NMOR2""; gene_synonym ""QR2""; "
