0	1	2	3	4	5	6	7	8
NC_000003.12	BestRefSeq%2CGnomon	gene	196763	409417	.	+	.	"gene_id ""CHL1""; transcript_id """"; db_xref ""GeneID:10752""; db_xref ""HGNC:HGNC:1939""; db_xref ""MIM:607416""; description ""cell adhesion molecule L1 like""; gbkey ""Gene""; gene ""CHL1""; gene_biotype ""protein_coding""; gene_synonym ""CALL""; gene_synonym ""L1CAM2""; "
NC_000003.12	BestRefSeq%2CGnomon	gene	1093024	1404217	.	+	.	"gene_id ""CNTN6""; transcript_id """"; db_xref ""GeneID:27255""; db_xref ""HGNC:HGNC:2176""; db_xref ""MIM:607220""; description ""contactin 6""; gbkey ""Gene""; gene ""CNTN6""; gene_biotype ""protein_coding""; gene_synonym ""NB3""; "
NC_000003.12	BestRefSeq%2CGnomon	gene	2098866	3057959	.	+	.	"gene_id ""CNTN4""; transcript_id """"; db_xref ""GeneID:152330""; db_xref ""HGNC:HGNC:2174""; db_xref ""MIM:607280""; description ""contactin 4""; gbkey ""Gene""; gene ""CNTN4""; gene_biotype ""protein_coding""; gene_synonym ""AXCAM""; gene_synonym ""BIG-2""; "
NC_000003.12	BestRefSeq%2CGnomon	gene	3066324	3110374	.	-	.	"gene_id ""IL5RA""; transcript_id """"; db_xref ""GeneID:3568""; db_xref ""HGNC:HGNC:6017""; db_xref ""MIM:147851""; description ""interleukin 5 receptor subunit alpha""; gbkey ""Gene""; gene ""IL5RA""; gene_biotype ""protein_coding""; gene_synonym ""CD125""; gene_synonym ""CDw125""; gene_synonym ""HSIL5R3""; gene_synonym ""IL5R""; "
NC_000003.12	BestRefSeq%2CGnomon	gene	3126940	3153435	.	+	.	"gene_id ""TRNT1""; transcript_id """"; db_xref ""GeneID:51095""; db_xref ""HGNC:HGNC:17341""; db_xref ""MIM:612907""; description ""tRNA nucleotidyl transferase 1""; gbkey ""Gene""; gene ""TRNT1""; gene_biotype ""protein_coding""; gene_synonym ""CCA1""; gene_synonym ""CGI-47""; gene_synonym ""MtCCA""; gene_synonym ""RPEM""; gene_synonym ""SIFD""; "
NC_000003.12	BestRefSeq%2CGnomon	gene	3149633	3179717	.	-	.	"gene_id ""CRBN""; transcript_id """"; db_xref ""GeneID:51185""; db_xref ""HGNC:HGNC:30185""; db_xref ""MIM:609262""; description ""cereblon""; gbkey ""Gene""; gene ""CRBN""; gene_biotype ""protein_coding""; gene_synonym ""MRT2""; gene_synonym ""MRT2A""; "
NC_000003.12	BestRefSeq%2CGnomon	gene	3799431	3849834	.	+	.	"gene_id ""LRRN1""; transcript_id """"; db_xref ""GeneID:57633""; db_xref ""HGNC:HGNC:20980""; db_xref ""MIM:619623""; description ""leucine rich repeat neuronal 1""; gbkey ""Gene""; gene ""LRRN1""; gene_biotype ""protein_coding""; gene_synonym ""FIGLER3""; gene_synonym ""NLRR-1""; gene_synonym ""NLRR1""; "
NC_000003.12	BestRefSeq%2CGnomon	gene	4034486	4467269	.	-	.	"gene_id ""SUMF1""; transcript_id """"; db_xref ""GeneID:285362""; db_xref ""HGNC:HGNC:20376""; db_xref ""MIM:607939""; description ""sulfatase modifying factor 1""; gbkey ""Gene""; gene ""SUMF1""; gene_biotype ""protein_coding""; gene_synonym ""AAPA3037""; gene_synonym ""FGE""; gene_synonym ""UNQ3037""; "
NC_000003.12	BestRefSeq%2CGnomon	gene	4303369	4317265	.	+	.	"gene_id ""SETMAR""; transcript_id """"; db_xref ""GeneID:6419""; db_xref ""HGNC:HGNC:10762""; db_xref ""MIM:609834""; description ""SET domain and mariner transposase fusion gene""; gbkey ""Gene""; gene ""SETMAR""; gene_biotype ""protein_coding""; gene_synonym ""Mar1""; gene_synonym ""METNASE""; "
NC_000003.12	BestRefSeq	gene	4493348	4847506	.	+	.	"gene_id ""ITPR1""; transcript_id """"; db_xref ""GeneID:3708""; db_xref ""HGNC:HGNC:6180""; db_xref ""MIM:147265""; description ""inositol 1,4,5-trisphosphate receptor type 1""; gbkey ""Gene""; gene ""ITPR1""; gene_biotype ""protein_coding""; gene_synonym ""ACV""; gene_synonym ""CLA4""; gene_synonym ""INSP3R1""; gene_synonym ""IP3R""; gene_synonym ""IP3R1""; gene_synonym ""PPP1R94""; gene_synonym ""SCA15""; gene_synonym ""SCA16""; gene_synonym ""SCA29""; "
