0	1	2	3	4	5	6	7	8
NC_000011.10	BestRefSeq%2CGnomon	gene	188050	194575	.	+	.	"gene_id ""SCGB1C1""; transcript_id """"; db_xref ""GeneID:147199""; db_xref ""HGNC:HGNC:18394""; db_xref ""MIM:610176""; description ""secretoglobin family 1C member 1""; gbkey ""Gene""; gene ""SCGB1C1""; gene_biotype ""protein_coding""; gene_synonym ""RYD5""; "
NC_000011.10	BestRefSeq	gene	196761	200258	.	+	.	"gene_id ""CIMAP1A""; transcript_id """"; db_xref ""GeneID:113746""; db_xref ""HGNC:HGNC:19905""; db_xref ""MIM:608356""; description ""ciliary microtubule associated protein 1A""; gbkey ""Gene""; gene ""CIMAP1A""; gene_biotype ""protein_coding""; gene_synonym ""CT135""; gene_synonym ""ODF3""; gene_synonym ""SHIPPO1""; gene_synonym ""TISP50""; "
NC_000011.10	BestRefSeq	gene	202924	207399	.	-	.	"gene_id ""BET1L""; transcript_id """"; db_xref ""GeneID:51272""; db_xref ""HGNC:HGNC:19348""; db_xref ""MIM:615417""; description ""Bet1 golgi vesicular membrane trafficking protein like""; gbkey ""Gene""; gene ""BET1L""; gene_biotype ""protein_coding""; gene_synonym ""BET1L1""; gene_synonym ""GOLIM3""; gene_synonym ""GS15""; gene_synonym ""HSPC197""; "
NC_000011.10	BestRefSeq%2CGnomon	gene	207708	215113	.	+	.	"gene_id ""RIC8A""; transcript_id """"; db_xref ""GeneID:60626""; db_xref ""HGNC:HGNC:29550""; db_xref ""MIM:609146""; description ""RIC8 guanine nucleotide exchange factor A""; gbkey ""Gene""; gene ""RIC8A""; gene_biotype ""protein_coding""; gene_synonym ""RIC8""; "
NC_000011.10	BestRefSeq%2CGnomon	gene	215030	236931	.	-	.	"gene_id ""SIRT3""; transcript_id """"; db_xref ""GeneID:23410""; db_xref ""HGNC:HGNC:14931""; db_xref ""MIM:604481""; description ""sirtuin 3""; gbkey ""Gene""; gene ""SIRT3""; gene_biotype ""protein_coding""; gene_synonym ""SIR2L3""; "
NC_000011.10	BestRefSeq%2CGnomon	gene	236976	252984	.	+	.	"gene_id ""PSMD13""; transcript_id """"; db_xref ""GeneID:5719""; db_xref ""HGNC:HGNC:9558""; db_xref ""MIM:603481""; description ""proteasome 26S subunit, non-ATPase 13""; gbkey ""Gene""; gene ""PSMD13""; gene_biotype ""protein_coding""; gene_synonym ""HSPC027""; gene_synonym ""p40.5""; gene_synonym ""Rpn9""; gene_synonym ""S11""; "
NC_000011.10	BestRefSeq%2CGnomon	gene	278407	285388	.	+	.	"gene_id ""NLRP6""; transcript_id """"; db_xref ""GeneID:171389""; db_xref ""HGNC:HGNC:22944""; db_xref ""MIM:609650""; description ""NLR family pyrin domain containing 6""; gbkey ""Gene""; gene ""NLRP6""; gene_biotype ""protein_coding""; gene_synonym ""AVR""; gene_synonym ""CLR11.4""; gene_synonym ""NALP6""; gene_synonym ""NAVR""; gene_synonym ""NAVR/AVR""; gene_synonym ""PAN3""; gene_synonym ""PYPAF5""; "
NC_000011.10	BestRefSeq%2CGnomon	gene	289126	296107	.	+	.	"gene_id ""PGGHG""; transcript_id """"; db_xref ""GeneID:80162""; db_xref ""HGNC:HGNC:26210""; db_xref ""MIM:617032""; description ""protein-glucosylgalactosylhydroxylysine glucosidase""; gbkey ""Gene""; gene ""PGGHG""; gene_biotype ""protein_coding""; gene_synonym ""ATHL1""; "
NC_000011.10	BestRefSeq	gene	298200	299526	.	-	.	"gene_id ""IFITM5""; transcript_id """"; db_xref ""GeneID:387733""; db_xref ""HGNC:HGNC:16644""; db_xref ""MIM:614757""; description ""interferon induced transmembrane protein 5""; gbkey ""Gene""; gene ""IFITM5""; gene_biotype ""protein_coding""; gene_synonym ""BRIL""; gene_synonym ""DSPA1""; gene_synonym ""fragilis4""; gene_synonym ""Hrmp1""; gene_synonym ""OI5""; "
NC_000011.10	BestRefSeq	gene	307816	309395	.	+	.	"gene_id ""IFITM2""; transcript_id """"; db_xref ""GeneID:10581""; db_xref ""HGNC:HGNC:5413""; db_xref ""MIM:605578""; description ""interferon induced transmembrane protein 2""; gbkey ""Gene""; gene ""IFITM2""; gene_biotype ""protein_coding""; gene_synonym ""1-8D""; gene_synonym ""DSPA2c""; "
NC_000011.10	BestRefSeq	gene	314040	315272	.	+	.	"gene_id ""IFITM1""; transcript_id """"; db_xref ""GeneID:8519""; db_xref ""HGNC:HGNC:5412""; db_xref ""MIM:604456""; description ""interferon induced transmembrane protein 1""; gbkey ""Gene""; gene ""IFITM1""; gene_biotype ""protein_coding""; gene_synonym ""9-27""; gene_synonym ""CD225""; gene_synonym ""DSPA2a""; gene_synonym ""IFI17""; gene_synonym ""LEU13""; "
NC_000011.10	BestRefSeq	gene	319676	320860	.	-	.	"gene_id ""IFITM3""; transcript_id """"; db_xref ""GeneID:10410""; db_xref ""HGNC:HGNC:5414""; db_xref ""MIM:605579""; description ""interferon induced transmembrane protein 3""; gbkey ""Gene""; gene ""IFITM3""; gene_biotype ""protein_coding""; gene_synonym ""1-8U""; gene_synonym ""DSPA2b""; gene_synonym ""IP15""; "
NC_000011.10	BestRefSeq%2CGnomon	gene	369499	382117	.	+	.	"gene_id ""B4GALNT4""; transcript_id """"; db_xref ""GeneID:338707""; db_xref ""HGNC:HGNC:26315""; db_xref ""MIM:618560""; description ""beta-1,4-N-acetyl-galactosaminyltransferase 4""; gbkey ""Gene""; gene ""B4GALNT4""; gene_biotype ""protein_coding""; "
NC_000011.10	BestRefSeq	gene	392596	404908	.	+	.	"gene_id ""PKP3""; transcript_id """"; db_xref ""GeneID:11187""; db_xref ""HGNC:HGNC:9025""; db_xref ""MIM:605561""; description ""plakophilin 3""; gbkey ""Gene""; gene ""PKP3""; gene_biotype ""protein_coding""; "
NC_000011.10	BestRefSeq%2CGnomon	gene	405716	417397	.	-	.	"gene_id ""SIGIRR""; transcript_id """"; db_xref ""GeneID:59307""; db_xref ""HGNC:HGNC:30575""; db_xref ""MIM:605478""; description ""single Ig and TIR domain containing""; gbkey ""Gene""; gene ""SIGIRR""; gene_biotype ""protein_coding""; gene_synonym ""IL-1R8""; gene_synonym ""TIR8""; "
NC_000011.10	BestRefSeq	gene	417938	442011	.	-	.	"gene_id ""ANO9""; transcript_id """"; db_xref ""GeneID:338440""; db_xref ""HGNC:HGNC:20679""; db_xref ""MIM:619963""; description ""anoctamin 9""; gbkey ""Gene""; gene ""ANO9""; gene_biotype ""protein_coding""; gene_synonym ""PIG5""; gene_synonym ""TMEM16J""; gene_synonym ""TP53I5""; "
NC_000011.10	BestRefSeq%2CGnomon	gene	448268	491399	.	+	.	"gene_id ""PTDSS2""; transcript_id """"; db_xref ""GeneID:81490""; db_xref ""HGNC:HGNC:15463""; db_xref ""MIM:612793""; description ""phosphatidylserine synthase 2""; gbkey ""Gene""; gene ""PTDSS2""; gene_biotype ""protein_coding""; gene_synonym ""PSS2""; "
NC_000011.10	BestRefSeq%2CGnomon	gene	494515	507242	.	-	.	"gene_id ""RNH1""; transcript_id """"; db_xref ""GeneID:6050""; db_xref ""HGNC:HGNC:10074""; db_xref ""MIM:173320""; description ""ribonuclease/angiogenin inhibitor 1""; gbkey ""Gene""; gene ""RNH1""; gene_biotype ""protein_coding""; gene_synonym ""IIAE12""; gene_synonym ""RAI""; gene_synonym ""RNH""; "
NC_000011.10	BestRefSeq%2CGnomon	gene	506462	554912	.	+	.	"gene_id ""LRRC56""; transcript_id """"; db_xref ""GeneID:115399""; db_xref ""HGNC:HGNC:25430""; db_xref ""MIM:618227""; description ""leucine rich repeat containing 56""; gbkey ""Gene""; gene ""LRRC56""; gene_biotype ""protein_coding""; gene_synonym ""CILD39""; gene_synonym ""DNAAF12""; gene_synonym ""oda8""; "
