0	1	2	3	4	5	6	7	8
NC_000008.11	BestRefSeq	gene	166086	167024	.	-	.	"gene_id ""OR4F21""; transcript_id """"; db_xref ""GeneID:441308""; db_xref ""HGNC:HGNC:19583""; description ""olfactory receptor family 4 subfamily F member 21""; gbkey ""Gene""; gene ""OR4F21""; gene_biotype ""protein_coding""; gene_synonym ""OR4F21P""; "
NC_000008.11	BestRefSeq%2CGnomon	gene	232137	247340	.	+	.	"gene_id ""ZNF596""; transcript_id """"; db_xref ""GeneID:169270""; db_xref ""HGNC:HGNC:27268""; description ""zinc finger protein 596""; gbkey ""Gene""; gene ""ZNF596""; gene_biotype ""protein_coding""; "
NC_000008.11	BestRefSeq%2CGnomon	gene	406958	477967	.	+	.	"gene_id ""FBXO25""; transcript_id """"; db_xref ""GeneID:26260""; db_xref ""HGNC:HGNC:13596""; db_xref ""MIM:609098""; description ""F-box protein 25""; gbkey ""Gene""; gene ""FBXO25""; gene_biotype ""protein_coding""; gene_synonym ""FBX25""; "
NC_000008.11	BestRefSeq%2CGnomon	gene	489946	545780	.	-	.	"gene_id ""TDRP""; transcript_id """"; db_xref ""GeneID:157695""; db_xref ""HGNC:HGNC:26951""; db_xref ""MIM:619049""; description ""testis development related protein""; gbkey ""Gene""; gene ""TDRP""; gene_biotype ""protein_coding""; gene_synonym ""C8orf42""; gene_synonym ""Inm01""; gene_synonym ""TDRP1""; gene_synonym ""TDRP2""; "
NC_000008.11	BestRefSeq%2CGnomon	gene	614746	731224	.	-	.	"gene_id ""ERICH1""; transcript_id """"; db_xref ""GeneID:157697""; db_xref ""HGNC:HGNC:27234""; description ""glutamate rich 1""; gbkey ""Gene""; gene ""ERICH1""; gene_biotype ""protein_coding""; gene_synonym ""HSPC319""; "
NC_000008.11	Gnomon	gene	658961	659962	.	-	.	"gene_id ""LOC124902053""; transcript_id """"; db_xref ""GeneID:124902053""; description ""uncharacterized LOC124902053""; gbkey ""Gene""; gene ""LOC124902053""; gene_biotype ""protein_coding""; "
NC_000008.11	BestRefSeq	gene	737628	1708476	.	+	.	"gene_id ""DLGAP2""; transcript_id """"; db_xref ""GeneID:9228""; db_xref ""HGNC:HGNC:2906""; db_xref ""MIM:605438""; description ""DLG associated protein 2""; gbkey ""Gene""; gene ""DLGAP2""; gene_biotype ""protein_coding""; gene_synonym ""C8orf68""; gene_synonym ""DAP2""; gene_synonym ""ERICH1-AS1""; gene_synonym ""SAPAP2""; "
NC_000008.11	BestRefSeq%2CGnomon	gene	1753059	1786570	.	+	.	"gene_id ""CLN8""; transcript_id """"; db_xref ""GeneID:2055""; db_xref ""HGNC:HGNC:2079""; db_xref ""MIM:607837""; description ""CLN8 transmembrane ER and ERGIC protein""; gbkey ""Gene""; gene ""CLN8""; gene_biotype ""protein_coding""; gene_synonym ""C8orf61""; gene_synonym ""EPMR""; gene_synonym ""TLCD6""; "
NC_000008.11	BestRefSeq%2CGnomon	gene	1823300	1958641	.	+	.	"gene_id ""ARHGEF10""; transcript_id """"; db_xref ""GeneID:9639""; db_xref ""HGNC:HGNC:14103""; db_xref ""MIM:608136""; description ""Rho guanine nucleotide exchange factor 10""; gbkey ""Gene""; gene ""ARHGEF10""; gene_biotype ""protein_coding""; gene_synonym ""GEF10""; gene_synonym ""SNCV""; "
NC_000008.11	BestRefSeq%2CGnomon	gene	1973677	2006936	.	+	.	"gene_id ""KBTBD11""; transcript_id """"; db_xref ""GeneID:9920""; db_xref ""HGNC:HGNC:29104""; db_xref ""MIM:618794""; description ""kelch repeat and BTB domain containing 11""; gbkey ""Gene""; gene ""KBTBD11""; gene_biotype ""protein_coding""; gene_synonym ""KLHDC7C""; "
NC_000008.11	BestRefSeq	gene	2045046	2145456	.	+	.	"gene_id ""MYOM2""; transcript_id """"; db_xref ""GeneID:9172""; db_xref ""HGNC:HGNC:7614""; db_xref ""MIM:603509""; description ""myomesin 2""; gbkey ""Gene""; gene ""MYOM2""; gene_biotype ""protein_coding""; gene_synonym ""TTNAP""; "
NC_000008.11	BestRefSeq%2CGnomon	gene	2935361	4994914	.	-	.	"gene_id ""CSMD1""; transcript_id """"; db_xref ""GeneID:64478""; db_xref ""HGNC:HGNC:14026""; db_xref ""MIM:608397""; description ""CUB and Sushi multiple domains 1""; gbkey ""Gene""; gene ""CSMD1""; gene_biotype ""protein_coding""; gene_synonym ""PPP1R24""; "
NC_000008.11	BestRefSeq%2CGnomon	gene	6406627	6648508	.	+	.	"gene_id ""MCPH1""; transcript_id """"; db_xref ""GeneID:79648""; db_xref ""HGNC:HGNC:6954""; db_xref ""MIM:607117""; description ""microcephalin 1""; gbkey ""Gene""; gene ""MCPH1""; gene_biotype ""protein_coding""; gene_synonym ""BRIT1""; gene_synonym ""MCT""; "
NC_000008.11	BestRefSeq	gene	6499632	6563245	.	-	.	"gene_id ""ANGPT2""; transcript_id """"; db_xref ""GeneID:285""; db_xref ""HGNC:HGNC:485""; db_xref ""MIM:601922""; description ""angiopoietin 2""; gbkey ""Gene""; gene ""ANGPT2""; gene_biotype ""protein_coding""; gene_synonym ""AGPT2""; gene_synonym ""ANG2""; gene_synonym ""LMPHM10""; "
NC_000008.11	BestRefSeq%2CGnomon	gene	6708642	6761503	.	+	.	"gene_id ""AGPAT5""; transcript_id """"; db_xref ""GeneID:55326""; db_xref ""HGNC:HGNC:20886""; db_xref ""MIM:614796""; description ""1-acylglycerol-3-phosphate O-acyltransferase 5""; gbkey ""Gene""; gene ""AGPAT5""; gene_biotype ""protein_coding""; gene_synonym ""1AGPAT5""; gene_synonym ""LPAATE""; gene_synonym ""LPLAT5""; "
NC_000008.11	Gnomon	gene	6780868	6789021	.	+	.	"gene_id ""LOC124901872""; transcript_id """"; db_xref ""GeneID:124901872""; description ""uncharacterized LOC124901872""; gbkey ""Gene""; gene ""LOC124901872""; gene_biotype ""protein_coding""; "
NC_000008.11	BestRefSeq	gene	6808517	6835524	.	-	.	"gene_id ""XKR5""; transcript_id """"; db_xref ""GeneID:389610""; db_xref ""HGNC:HGNC:20782""; description ""XK related 5""; gbkey ""Gene""; gene ""XKR5""; gene_biotype ""protein_coding""; gene_synonym ""HARL2754""; gene_synonym ""UNQ2754""; gene_synonym ""XRG5A""; gene_synonym ""XRG5BM""; "
