0	1	2	3	4	5	6	7	8
NC_000005.10	BestRefSeq	gene	92168	189966	.	+	.	"gene_id ""PLEKHG4B""; transcript_id """"; db_xref ""GeneID:153478""; db_xref ""HGNC:HGNC:29399""; db_xref ""MIM:620665""; description ""pleckstrin homology and RhoGEF domain containing G4B""; gbkey ""Gene""; gene ""PLEKHG4B""; gene_biotype ""protein_coding""; gene_synonym ""ARHGEF48""; "
NC_000005.10	BestRefSeq	gene	191495	196334	.	+	.	"gene_id ""LRRC14B""; transcript_id """"; db_xref ""GeneID:389257""; db_xref ""HGNC:HGNC:37268""; description ""leucine rich repeat containing 14B""; gbkey ""Gene""; gene ""LRRC14B""; gene_biotype ""protein_coding""; "
NC_000005.10	BestRefSeq	gene	196868	218153	.	-	.	"gene_id ""CCDC127""; transcript_id """"; db_xref ""GeneID:133957""; db_xref ""HGNC:HGNC:30520""; description ""coiled-coil domain containing 127""; gbkey ""Gene""; gene ""CCDC127""; gene_biotype ""protein_coding""; "
NC_000005.10	BestRefSeq%2CGnomon	gene	218320	268746	.	+	.	"gene_id ""SDHA""; transcript_id """"; db_xref ""GeneID:6389""; db_xref ""HGNC:HGNC:10680""; db_xref ""MIM:600857""; description ""succinate dehydrogenase complex flavoprotein subunit A""; gbkey ""Gene""; gene ""SDHA""; gene_biotype ""protein_coding""; gene_synonym ""CMD1GG""; gene_synonym ""FP""; gene_synonym ""MC2DN1""; gene_synonym ""NDAXOA""; gene_synonym ""PGL5""; gene_synonym ""PPGL5""; gene_synonym ""SDH1""; gene_synonym ""SDH2""; gene_synonym ""SDHF""; "
NC_000005.10	BestRefSeq	gene	271646	314974	.	+	.	"gene_id ""PDCD6""; transcript_id """"; db_xref ""GeneID:10016""; db_xref ""HGNC:HGNC:8765""; db_xref ""MIM:601057""; description ""programmed cell death 6""; gbkey ""Gene""; gene ""PDCD6""; gene_biotype ""protein_coding""; gene_synonym ""ALG-2""; gene_synonym ""ALG2""; gene_synonym ""PEF1B""; "
NC_000005.10	BestRefSeq	gene	321714	438285	.	+	.	"gene_id ""AHRR""; transcript_id """"; db_xref ""GeneID:57491""; db_xref ""HGNC:HGNC:346""; db_xref ""MIM:606517""; description ""aryl hydrocarbon receptor repressor""; gbkey ""Gene""; gene ""AHRR""; gene_biotype ""protein_coding""; gene_synonym ""AHH""; gene_synonym ""AHHR""; gene_synonym ""bHLHe77""; "
NC_000005.10	BestRefSeq%2CGnomon	gene	443176	467290	.	+	.	"gene_id ""EXOC3""; transcript_id """"; db_xref ""GeneID:11336""; db_xref ""HGNC:HGNC:30378""; db_xref ""MIM:608186""; description ""exocyst complex component 3""; gbkey ""Gene""; gene ""EXOC3""; gene_biotype ""protein_coding""; gene_synonym ""SEC6""; gene_synonym ""SEC6L1""; gene_synonym ""Sec6p""; "
NC_000005.10	BestRefSeq	gene	470456	524449	.	-	.	"gene_id ""SLC9A3""; transcript_id """"; db_xref ""GeneID:6550""; db_xref ""HGNC:HGNC:11073""; db_xref ""MIM:182307""; description ""solute carrier family 9 member A3""; gbkey ""Gene""; gene ""SLC9A3""; gene_biotype ""protein_coding""; gene_synonym ""DIAR8""; gene_synonym ""NHE-3""; gene_synonym ""NHE3""; "
NC_000005.10	BestRefSeq%2CGnomon	gene	612340	676616	.	+	.	"gene_id ""CEP72""; transcript_id """"; db_xref ""GeneID:55722""; db_xref ""HGNC:HGNC:25547""; db_xref ""MIM:616475""; description ""centrosomal protein 72""; gbkey ""Gene""; gene ""CEP72""; gene_biotype ""protein_coding""; "
NC_000005.10	BestRefSeq%2CGnomon	gene	659862	700727	.	-	.	"gene_id ""TPPP""; transcript_id """"; db_xref ""GeneID:11076""; db_xref ""HGNC:HGNC:24164""; db_xref ""MIM:608773""; description ""tubulin polymerization promoting protein""; gbkey ""Gene""; gene ""TPPP""; gene_biotype ""protein_coding""; gene_synonym ""p24""; gene_synonym ""p25""; gene_synonym ""p25alpha""; gene_synonym ""TPPP/p25""; gene_synonym ""TPPP1""; "
NC_000005.10	BestRefSeq%2CGnomon	gene	710355	784729	.	-	.	"gene_id ""ZDHHC11B""; transcript_id """"; db_xref ""GeneID:653082""; db_xref ""HGNC:HGNC:32962""; description ""zinc finger DHHC-type containing 11B""; gbkey ""Gene""; gene ""ZDHHC11B""; gene_biotype ""protein_coding""; gene_synonym ""DHHC-11B""; "
NC_000005.10	BestRefSeq%2CGnomon	gene	795605	860563	.	-	.	"gene_id ""ZDHHC11""; transcript_id """"; db_xref ""GeneID:79844""; db_xref ""HGNC:HGNC:19158""; description ""zinc finger DHHC-type containing 11""; gbkey ""Gene""; gene ""ZDHHC11""; gene_biotype ""protein_coding""; gene_synonym ""ZNF399""; "
NC_000005.10	BestRefSeq%2CGnomon	gene	863741	892801	.	-	.	"gene_id ""BRD9""; transcript_id """"; db_xref ""GeneID:65980""; db_xref ""HGNC:HGNC:25818""; db_xref ""MIM:618465""; description ""bromodomain containing 9""; gbkey ""Gene""; gene ""BRD9""; gene_biotype ""protein_coding""; gene_synonym ""LAVS3040""; gene_synonym ""PRO9856""; gene_synonym ""SMARCI2""; "
NC_000005.10	BestRefSeq%2CGnomon	gene	892884	919348	.	+	.	"gene_id ""TRIP13""; transcript_id """"; db_xref ""GeneID:9319""; db_xref ""HGNC:HGNC:12307""; db_xref ""MIM:604507""; description ""thyroid hormone receptor interactor 13""; gbkey ""Gene""; gene ""TRIP13""; gene_biotype ""protein_coding""; gene_synonym ""16E1BP""; gene_synonym ""MVA3""; gene_synonym ""OOMD9""; gene_synonym ""OZEMA9""; "
NC_000005.10	BestRefSeq%2CGnomon	gene	1008802	1038943	.	+	.	"gene_id ""NKD2""; transcript_id """"; db_xref ""GeneID:85409""; db_xref ""HGNC:HGNC:17046""; db_xref ""MIM:607852""; description ""NKD inhibitor of WNT signaling pathway 2""; gbkey ""Gene""; gene ""NKD2""; gene_biotype ""protein_coding""; gene_synonym ""Naked2""; "
NC_000005.10	BestRefSeq%2CGnomon	gene	1050384	1155899	.	-	.	"gene_id ""SLC12A7""; transcript_id """"; db_xref ""GeneID:10723""; db_xref ""HGNC:HGNC:10915""; db_xref ""MIM:604879""; description ""solute carrier family 12 member 7""; gbkey ""Gene""; gene ""SLC12A7""; gene_biotype ""protein_coding""; gene_synonym ""KCC4""; "
NC_000005.10	Gnomon	gene	1173096	1182847	.	-	.	"gene_id ""LOC124900189""; transcript_id """"; db_xref ""GeneID:124900189""; description ""uncharacterized LOC124900189""; gbkey ""Gene""; gene ""LOC124900189""; gene_biotype ""protein_coding""; "
NC_000005.10	BestRefSeq	gene	1201595	1225111	.	+	.	"gene_id ""SLC6A19""; transcript_id """"; db_xref ""GeneID:340024""; db_xref ""HGNC:HGNC:27960""; db_xref ""MIM:608893""; description ""solute carrier family 6 member 19""; gbkey ""Gene""; gene ""SLC6A19""; gene_biotype ""protein_coding""; gene_synonym ""B0AT1""; gene_synonym ""HND""; "
NC_000005.10	BestRefSeq	gene	1225381	1246189	.	+	.	"gene_id ""SLC6A18""; transcript_id """"; db_xref ""GeneID:348932""; db_xref ""HGNC:HGNC:26441""; db_xref ""MIM:610300""; description ""solute carrier family 6 member 18""; gbkey ""Gene""; gene ""SLC6A18""; gene_biotype ""protein_coding""; gene_synonym ""Xtrp2""; "
NC_000005.10	BestRefSeq	gene	1253167	1295068	.	-	.	"gene_id ""TERT""; transcript_id """"; db_xref ""GeneID:7015""; db_xref ""HGNC:HGNC:11730""; db_xref ""MIM:187270""; description ""telomerase reverse transcriptase""; gbkey ""Gene""; gene ""TERT""; gene_biotype ""protein_coding""; gene_synonym ""CMM9""; gene_synonym ""DKCA2""; gene_synonym ""DKCB4""; gene_synonym ""EST2""; gene_synonym ""hEST2""; gene_synonym ""hTRT""; gene_synonym ""PFBMFT1""; gene_synonym ""TCS1""; gene_synonym ""TP2""; gene_synonym ""TRT""; "
NC_000005.10	BestRefSeq%2CGnomon	gene	1317752	1345099	.	-	.	"gene_id ""CLPTM1L""; transcript_id """"; db_xref ""GeneID:81037""; db_xref ""HGNC:HGNC:24308""; db_xref ""MIM:612585""; description ""CLPTM1 like""; gbkey ""Gene""; gene ""CLPTM1L""; gene_biotype ""protein_coding""; gene_synonym ""CRR9""; "
NC_000005.10	BestRefSeq	gene	1392794	1445440	.	-	.	"gene_id ""SLC6A3""; transcript_id """"; db_xref ""GeneID:6531""; db_xref ""HGNC:HGNC:11049""; db_xref ""MIM:126455""; description ""solute carrier family 6 member 3""; gbkey ""Gene""; gene ""SLC6A3""; gene_biotype ""protein_coding""; gene_synonym ""DAT""; gene_synonym ""DAT1""; gene_synonym ""PKDYS""; gene_synonym ""PKDYS1""; "
NC_000005.10	BestRefSeq%2CGnomon	gene	1461427	1523960	.	-	.	"gene_id ""LPCAT1""; transcript_id """"; db_xref ""GeneID:79888""; db_xref ""HGNC:HGNC:25718""; db_xref ""MIM:610472""; description ""lysophosphatidylcholine acyltransferase 1""; gbkey ""Gene""; gene ""LPCAT1""; gene_biotype ""protein_coding""; gene_synonym ""AGPAT10""; gene_synonym ""AGPAT9""; gene_synonym ""AYTL2""; gene_synonym ""lpcat""; gene_synonym ""LPCAT-1""; gene_synonym ""LPLAT8""; gene_synonym ""lysoPAFAT""; gene_synonym ""PFAAP3""; "
