0	1	2	3	4	5	6	7	8
NC_000002.12	BestRefSeq%2CGnomon	gene	38814	46505	.	-	.	"gene_id ""FAM110C""; transcript_id """"; db_xref ""GeneID:642273""; db_xref ""HGNC:HGNC:33340""; db_xref ""MIM:611395""; description ""family with sequence similarity 110 member C""; gbkey ""Gene""; gene ""FAM110C""; gene_biotype ""protein_coding""; "
NC_000002.12	BestRefSeq	gene	218136	264824	.	-	.	"gene_id ""SH3YL1""; transcript_id """"; db_xref ""GeneID:26751""; db_xref ""HGNC:HGNC:29546""; db_xref ""MIM:617314""; description ""SH3 and SYLF domain containing 1""; gbkey ""Gene""; gene ""SH3YL1""; gene_biotype ""protein_coding""; gene_synonym ""RAY""; "
NC_000002.12	BestRefSeq	gene	264947	278283	.	+	.	"gene_id ""ACP1""; transcript_id """"; db_xref ""GeneID:52""; db_xref ""HGNC:HGNC:122""; db_xref ""MIM:171500""; description ""acid phosphatase 1""; gbkey ""Gene""; gene ""ACP1""; gene_biotype ""protein_coding""; gene_synonym ""HAAP""; gene_synonym ""LMW-PTP""; gene_synonym ""LMWPTP""; "
NC_000002.12	BestRefSeq%2CGnomon	gene	279558	288091	.	-	.	"gene_id ""ALKAL2""; transcript_id """"; db_xref ""GeneID:285016""; db_xref ""HGNC:HGNC:27683""; db_xref ""MIM:619671""; description ""ALK and LTK ligand 2""; gbkey ""Gene""; gene ""ALKAL2""; gene_biotype ""protein_coding""; gene_synonym ""AUGA""; gene_synonym ""FAM150B""; gene_synonym ""PRO1097""; gene_synonym ""RGPG542""; "
NC_000002.12	Gnomon	gene	416612	424248	.	+	.	"gene_id ""LOC124905962""; transcript_id """"; db_xref ""GeneID:124905962""; description ""collagen alpha-2(I) chain-like""; gbkey ""Gene""; gene ""LOC124905962""; gene_biotype ""protein_coding""; "
NC_000002.12	BestRefSeq	gene	663877	677406	.	-	.	"gene_id ""TMEM18""; transcript_id """"; db_xref ""GeneID:129787""; db_xref ""HGNC:HGNC:25257""; db_xref ""MIM:613220""; description ""transmembrane protein 18""; gbkey ""Gene""; gene ""TMEM18""; gene_biotype ""protein_coding""; gene_synonym ""lncND""; "
NC_000002.12	BestRefSeq%2CGnomon	gene	950849	1367613	.	+	.	"gene_id ""SNTG2""; transcript_id """"; db_xref ""GeneID:54221""; db_xref ""HGNC:HGNC:13741""; db_xref ""MIM:608715""; description ""syntrophin gamma 2""; gbkey ""Gene""; gene ""SNTG2""; gene_biotype ""protein_coding""; gene_synonym ""G2SYN""; gene_synonym ""SYN5""; "
NC_000002.12	BestRefSeq%2CGnomon	gene	1374047	1543673	.	+	.	"gene_id ""TPO""; transcript_id """"; db_xref ""GeneID:7173""; db_xref ""HGNC:HGNC:12015""; db_xref ""MIM:606765""; description ""thyroid peroxidase""; gbkey ""Gene""; gene ""TPO""; gene_biotype ""protein_coding""; gene_synonym ""MSA""; gene_synonym ""TDH2A""; gene_synonym ""TPX""; "
NC_000002.12	BestRefSeq%2CGnomon	gene	1631887	1744901	.	-	.	"gene_id ""PXDN""; transcript_id """"; db_xref ""GeneID:7837""; db_xref ""HGNC:HGNC:14966""; db_xref ""MIM:605158""; description ""peroxidasin""; gbkey ""Gene""; gene ""PXDN""; gene_biotype ""protein_coding""; gene_synonym ""ASGD7""; gene_synonym ""COPOA""; gene_synonym ""D2S448""; gene_synonym ""D2S448E""; gene_synonym ""hsPxd01""; gene_synonym ""MG50""; gene_synonym ""PRG2""; gene_synonym ""PXN""; gene_synonym ""VPO""; "
NC_000002.12	BestRefSeq%2CGnomon	gene	1789113	2331275	.	-	.	"gene_id ""MYT1L""; transcript_id """"; db_xref ""GeneID:23040""; db_xref ""HGNC:HGNC:7623""; db_xref ""MIM:613084""; description ""myelin transcription factor 1 like""; gbkey ""Gene""; gene ""MYT1L""; gene_biotype ""protein_coding""; gene_synonym ""MRD39""; gene_synonym ""myT1-L""; gene_synonym ""NZF1""; gene_synonym ""ZC2H2C2""; gene_synonym ""ZC2HC4B""; "
NC_000002.12	BestRefSeq%2CGnomon	gene	3188970	3377818	.	-	.	"gene_id ""EIPR1""; transcript_id """"; db_xref ""GeneID:7260""; db_xref ""HGNC:HGNC:12383""; db_xref ""MIM:608998""; description ""EARP complex and GARP complex interacting protein 1""; gbkey ""Gene""; gene ""EIPR1""; gene_biotype ""protein_coding""; gene_synonym ""EIPR-1""; gene_synonym ""TSSC1""; "
