0	1	2	3	4	5	6	7	8
NC_000010.11	BestRefSeq%2CGnomon	gene	46455	76621	.	-	.	"gene_id ""TUBB8""; transcript_id """"; db_xref ""GeneID:347688""; db_xref ""HGNC:HGNC:20773""; db_xref ""MIM:616768""; description ""tubulin beta 8 class VIII""; gbkey ""Gene""; gene ""TUBB8""; gene_biotype ""protein_coding""; gene_synonym ""bA631M21.2""; gene_synonym ""OOMD""; gene_synonym ""OOMD2""; gene_synonym ""OZEMA2""; "
NC_000010.11	BestRefSeq%2CGnomon	gene	130088	254637	.	+	.	"gene_id ""ZMYND11""; transcript_id """"; db_xref ""GeneID:10771""; db_xref ""HGNC:HGNC:16966""; db_xref ""MIM:608668""; description ""zinc finger MYND-type containing 11""; gbkey ""Gene""; gene ""ZMYND11""; gene_biotype ""protein_coding""; gene_synonym ""BRAM1""; gene_synonym ""BS69""; gene_synonym ""MRD30""; "
NC_000010.11	BestRefSeq%2CGnomon	gene	274201	689668	.	-	.	"gene_id ""DIP2C""; transcript_id """"; db_xref ""GeneID:22982""; db_xref ""HGNC:HGNC:29150""; db_xref ""MIM:611380""; description ""disco interacting protein 2 homolog C""; gbkey ""Gene""; gene ""DIP2C""; gene_biotype ""protein_coding""; gene_synonym ""KIAA0934""; "
NC_000010.11	Gnomon	gene	625172	654432	.	-	.	"gene_id ""LOC124902361""; transcript_id """"; db_xref ""GeneID:124902361""; description ""uncharacterized LOC124902361""; gbkey ""Gene""; gene ""LOC124902361""; gene_biotype ""protein_coding""; "
NC_000010.11	BestRefSeq%2CGnomon	gene	806914	988341	.	-	.	"gene_id ""LARP4B""; transcript_id """"; db_xref ""GeneID:23185""; db_xref ""HGNC:HGNC:28987""; db_xref ""MIM:616513""; description ""La ribonucleoprotein 4B""; gbkey ""Gene""; gene ""LARP4B""; gene_biotype ""protein_coding""; gene_synonym ""KIAA0217""; gene_synonym ""LARP5""; "
NC_000010.11	Gnomon	gene	931991	936089	.	+	.	"gene_id ""LOC124902363""; transcript_id """"; db_xref ""GeneID:124902363""; description ""keratinocyte proline-rich protein-like""; gbkey ""Gene""; gene ""LOC124902363""; gene_biotype ""protein_coding""; "
NC_000010.11	BestRefSeq%2CGnomon	gene	988434	1019932	.	+	.	"gene_id ""GTPBP4""; transcript_id """"; db_xref ""GeneID:23560""; db_xref ""HGNC:HGNC:21535""; db_xref ""MIM:619169""; description ""GTP binding protein 4""; gbkey ""Gene""; gene ""GTPBP4""; gene_biotype ""protein_coding""; gene_synonym ""CRFG""; gene_synonym ""NGB""; gene_synonym ""NOG1""; "
NC_000010.11	BestRefSeq	gene	1018910	1025859	.	-	.	"gene_id ""IDI2""; transcript_id """"; db_xref ""GeneID:91734""; db_xref ""HGNC:HGNC:23487""; db_xref ""MIM:615389""; description ""isopentenyl-diphosphate delta isomerase 2""; gbkey ""Gene""; gene ""IDI2""; gene_biotype ""protein_coding""; gene_synonym ""IPPI2""; "
NC_000010.11	BestRefSeq%2CGnomon	gene	1039152	1056704	.	-	.	"gene_id ""IDI1""; transcript_id """"; db_xref ""GeneID:3422""; db_xref ""HGNC:HGNC:5387""; db_xref ""MIM:604055""; description ""isopentenyl-diphosphate delta isomerase 1""; gbkey ""Gene""; gene ""IDI1""; gene_biotype ""protein_coding""; gene_synonym ""IPP1""; gene_synonym ""IPPI1""; "
NC_000010.11	BestRefSeq	gene	1056385	1132372	.	+	.	"gene_id ""WDR37""; transcript_id """"; db_xref ""GeneID:22884""; db_xref ""HGNC:HGNC:31406""; db_xref ""MIM:618586""; description ""WD repeat domain 37""; gbkey ""Gene""; gene ""WDR37""; gene_biotype ""protein_coding""; gene_synonym ""NOCGUS""; "
NC_000010.11	BestRefSeq	gene	1177313	1737525	.	-	.	"gene_id ""ADARB2""; transcript_id """"; db_xref ""GeneID:105""; db_xref ""HGNC:HGNC:227""; db_xref ""MIM:602065""; description ""adenosine deaminase RNA specific B2 (inactive)""; gbkey ""Gene""; gene ""ADARB2""; gene_biotype ""protein_coding""; gene_synonym ""ADAR3""; gene_synonym ""RED2""; "
NC_000010.11	Gnomon	gene	2497765	2502169	.	-	.	"gene_id ""LOC107983989""; transcript_id """"; db_xref ""GeneID:107983989""; description ""uncharacterized LOC107983989""; gbkey ""Gene""; gene ""LOC107983989""; gene_biotype ""protein_coding""; "
NC_000010.11	Gnomon	gene	3066570	3067348	.	+	.	"gene_id ""LOC124902536""; transcript_id """"; db_xref ""GeneID:124902536""; description ""wiskott-Aldrich syndrome protein family member 1-like""; gbkey ""Gene""; gene ""LOC124902536""; gene_biotype ""protein_coding""; "
NC_000010.11	BestRefSeq%2CGnomon	gene	3067548	3136805	.	+	.	"gene_id ""PFKP""; transcript_id """"; db_xref ""GeneID:5214""; db_xref ""HGNC:HGNC:8878""; db_xref ""MIM:171840""; description ""phosphofructokinase, platelet""; gbkey ""Gene""; gene ""PFKP""; gene_biotype ""protein_coding""; gene_synonym ""ATP-PFK""; gene_synonym ""PFK-C""; gene_synonym ""PFK-P""; gene_synonym ""PFKF""; "
NC_000010.11	BestRefSeq%2CGnomon	gene	3137727	3172841	.	-	.	"gene_id ""PITRM1""; transcript_id """"; db_xref ""GeneID:10531""; db_xref ""HGNC:HGNC:17663""; db_xref ""MIM:618211""; description ""pitrilysin metallopeptidase 1""; gbkey ""Gene""; gene ""PITRM1""; gene_biotype ""protein_coding""; gene_synonym ""MP1""; gene_synonym ""PreP""; gene_synonym ""SCAR30""; "
