0	1	2	3	4	5	6	7	8
NC_000015.10	Gnomon	gene	20295653	20332127	.	+	.	"gene_id ""LOC124903442""; transcript_id """"; db_xref ""GeneID:124903442""; description ""uncharacterized LOC124903442""; gbkey ""Gene""; gene ""LOC124903442""; gene_biotype ""protein_coding""; "
NC_000015.10	BestRefSeq	gene	20531856	20541800	.	-	.	"gene_id ""GOLGA6L6""; transcript_id """"; db_xref ""GeneID:727832""; db_xref ""HGNC:HGNC:37225""; description ""golgin A6 family like 6""; gbkey ""Gene""; gene ""GOLGA6L6""; gene_biotype ""protein_coding""; "
NC_000015.10	BestRefSeq%2CGnomon	gene	20835372	20866314	.	-	.	"gene_id ""POTEB2""; transcript_id """"; db_xref ""GeneID:100287399""; db_xref ""HGNC:HGNC:48327""; description ""POTE ankyrin domain family member B2""; gbkey ""Gene""; gene ""POTEB2""; gene_biotype ""protein_coding""; gene_synonym ""POTE-15""; gene_synonym ""POTEB""; "
NC_000015.10	BestRefSeq%2CGnomon	gene	21405401	21440499	.	-	.	"gene_id ""POTEB3""; transcript_id """"; db_xref ""GeneID:102724631""; db_xref ""HGNC:HGNC:51240""; description ""POTE ankyrin domain family member B3""; gbkey ""Gene""; gene ""POTEB3""; gene_biotype ""protein_coding""; gene_synonym ""POTE-15""; gene_synonym ""POTEB""; "
NC_000015.10	BestRefSeq	gene	21637909	21638992	.	+	.	"gene_id ""OR4M2B""; transcript_id """"; db_xref ""GeneID:118568804""; db_xref ""HGNC:HGNC:55109""; description ""olfactory receptor family 4 subfamily M member 2B""; gbkey ""Gene""; gene ""OR4M2B""; gene_biotype ""protein_coding""; gene_synonym ""OR4M2""; "
NC_000015.10	BestRefSeq	gene	21651844	21652968	.	+	.	"gene_id ""OR4N4C""; transcript_id """"; db_xref ""GeneID:105369274""; db_xref ""HGNC:HGNC:55110""; description ""olfactory receptor family 4 subfamily N member 4C""; gbkey ""Gene""; gene ""OR4N4C""; gene_biotype ""protein_coding""; "
NC_000015.10	Gnomon	gene	21709595	21710272	.	-	.	"gene_id ""LOC102724737""; transcript_id """"; db_xref ""GeneID:102724737""; description ""40S ribosomal protein S8-like""; gbkey ""Gene""; gene ""LOC102724737""; gene_biotype ""protein_coding""; "
NC_000015.10	Gnomon	gene	21742069	21742888	.	-	.	"gene_id ""LOC102724971""; transcript_id """"; db_xref ""GeneID:102724971""; description ""putative V-set and immunoglobulin domain-containing-like protein IGHV4OR15-8""; gbkey ""Gene""; gene ""LOC102724971""; gene_biotype ""protein_coding""; "
NC_000015.10	BestRefSeq%2CGnomon	gene	21846329	21877735	.	-	.	"gene_id ""POTEB""; transcript_id """"; db_xref ""GeneID:100996331""; db_xref ""HGNC:HGNC:33734""; db_xref ""MIM:608912""; description ""POTE ankyrin domain family member B""; gbkey ""Gene""; gene ""POTEB""; gene_biotype ""protein_coding""; gene_synonym ""A26B1""; gene_synonym ""CT104.5""; gene_synonym ""POTE-15""; gene_synonym ""POTE15""; gene_synonym ""POTEB2""; "
NC_000015.10	BestRefSeq	gene	22080527	22081610	.	+	.	"gene_id ""OR4M2""; transcript_id """"; db_xref ""GeneID:390538""; db_xref ""HGNC:HGNC:15373""; description ""olfactory receptor family 4 subfamily M member 2""; gbkey ""Gene""; gene ""OR4M2""; gene_biotype ""protein_coding""; gene_synonym ""OR15-3""; "
NC_000015.10	BestRefSeq	gene	22094522	22095862	.	+	.	"gene_id ""OR4N4""; transcript_id """"; db_xref ""GeneID:283694""; db_xref ""HGNC:HGNC:15375""; description ""olfactory receptor family 4 subfamily N member 4""; gbkey ""Gene""; gene ""OR4N4""; gene_biotype ""protein_coding""; gene_synonym ""OR15-1""; gene_synonym ""OR15-5""; "
