0	1	2	3	4	5	6	7	8
NC_000001.11	BestRefSeq	gene	65419	71585	.	+	.	"gene_id ""OR4F5""; transcript_id """"; db_xref ""GeneID:79501""; db_xref ""HGNC:HGNC:14825""; description ""olfactory receptor family 4 subfamily F member 5""; gbkey ""Gene""; gene ""OR4F5""; gene_biotype ""protein_coding""; "
NC_000001.11	Gnomon	gene	365134	382235	.	-	.	"gene_id ""LOC112268260""; transcript_id """"; db_xref ""GeneID:112268260""; description ""uncharacterized LOC112268260""; gbkey ""Gene""; gene ""LOC112268260""; gene_biotype ""protein_coding""; "
NC_000001.11	BestRefSeq	gene	450740	451678	.	-	.	"gene_id ""OR4F29""; transcript_id """"; db_xref ""GeneID:729759""; db_xref ""HGNC:HGNC:31275""; description ""olfactory receptor family 4 subfamily F member 29""; gbkey ""Gene""; gene ""OR4F29""; gene_biotype ""protein_coding""; gene_synonym ""OR7-21""; "
NC_000001.11	Gnomon	gene	586287	611297	.	-	.	"gene_id ""LOC105378947""; transcript_id """"; db_xref ""GeneID:105378947""; description ""proline-rich extensin-like protein EPR1""; gbkey ""Gene""; gene ""LOC105378947""; gene_biotype ""protein_coding""; "
NC_000001.11	BestRefSeq%2CGnomon	gene	676076	720101	.	-	.	"gene_id ""OR4F16""; transcript_id """"; db_xref ""GeneID:81399""; db_xref ""HGNC:HGNC:15079""; description ""olfactory receptor family 4 subfamily F member 16""; gbkey ""Gene""; gene ""OR4F16""; gene_biotype ""protein_coding""; gene_synonym ""OR1-1""; gene_synonym ""OR7-21""; "
NC_000001.11	BestRefSeq	gene	923923	944574	.	+	.	"gene_id ""SAMD11""; transcript_id """"; db_xref ""GeneID:148398""; db_xref ""HGNC:HGNC:28706""; db_xref ""MIM:616765""; description ""sterile alpha motif domain containing 11""; gbkey ""Gene""; gene ""SAMD11""; gene_biotype ""protein_coding""; gene_synonym ""MRS""; "
NC_000001.11	BestRefSeq	gene	944203	959256	.	-	.	"gene_id ""NOC2L""; transcript_id """"; db_xref ""GeneID:26155""; db_xref ""HGNC:HGNC:24517""; db_xref ""MIM:610770""; description ""NOC2 like nucleolar associated transcriptional repressor""; gbkey ""Gene""; gene ""NOC2L""; gene_biotype ""protein_coding""; gene_synonym ""NET15""; gene_synonym ""NET7""; gene_synonym ""NIR""; gene_synonym ""PPP1R112""; "
NC_000001.11	BestRefSeq%2CGnomon	gene	960584	965719	.	+	.	"gene_id ""KLHL17""; transcript_id """"; db_xref ""GeneID:339451""; db_xref ""HGNC:HGNC:24023""; db_xref ""MIM:619262""; description ""kelch like family member 17""; gbkey ""Gene""; gene ""KLHL17""; gene_biotype ""protein_coding""; gene_synonym ""AF""; "
NC_000001.11	BestRefSeq%2CGnomon	gene	966482	975865	.	+	.	"gene_id ""PLEKHN1""; transcript_id """"; db_xref ""GeneID:84069""; db_xref ""HGNC:HGNC:25284""; description ""pleckstrin homology domain containing N1""; gbkey ""Gene""; gene ""PLEKHN1""; gene_biotype ""protein_coding""; gene_synonym ""CLPABP""; "
NC_000001.11	BestRefSeq	gene	975198	982093	.	-	.	"gene_id ""PERM1""; transcript_id """"; db_xref ""GeneID:84808""; db_xref ""HGNC:HGNC:28208""; db_xref ""MIM:615921""; description ""PPARGC1 and ESRR induced regulator, muscle 1""; gbkey ""Gene""; gene ""PERM1""; gene_biotype ""protein_coding""; gene_synonym ""C1orf170""; "
NC_000001.11	BestRefSeq%2CGnomon	gene	998964	1000097	.	-	.	"gene_id ""HES4""; transcript_id """"; db_xref ""GeneID:57801""; db_xref ""HGNC:HGNC:24149""; db_xref ""MIM:608060""; description ""hes family bHLH transcription factor 4""; gbkey ""Gene""; gene ""HES4""; gene_biotype ""protein_coding""; gene_synonym ""bHLHb42""; "
NC_000001.11	BestRefSeq	gene	1013497	1014540	.	+	.	"gene_id ""ISG15""; transcript_id """"; db_xref ""GeneID:9636""; db_xref ""HGNC:HGNC:4053""; db_xref ""MIM:147571""; description ""ISG15 ubiquitin like modifier""; gbkey ""Gene""; gene ""ISG15""; gene_biotype ""protein_coding""; gene_synonym ""G1P2""; gene_synonym ""hUCRP""; gene_synonym ""IFI15""; gene_synonym ""IMD38""; gene_synonym ""IP17""; gene_synonym ""UCRP""; "
NC_000001.11	BestRefSeq%2CGnomon	gene	1020120	1056116	.	+	.	"gene_id ""AGRN""; transcript_id """"; db_xref ""GeneID:375790""; db_xref ""HGNC:HGNC:329""; db_xref ""MIM:103320""; description ""agrin""; gbkey ""Gene""; gene ""AGRN""; gene_biotype ""protein_coding""; gene_synonym ""AGRIN""; gene_synonym ""CMS8""; gene_synonym ""CMSPPD""; "
NC_000001.11	BestRefSeq	gene	1070967	1074306	.	-	.	"gene_id ""RNF223""; transcript_id """"; db_xref ""GeneID:401934""; db_xref ""HGNC:HGNC:40020""; description ""ring finger protein 223""; gbkey ""Gene""; gene ""RNF223""; gene_biotype ""protein_coding""; "
NC_000001.11	BestRefSeq	gene	1081823	1116089	.	-	.	"gene_id ""C1orf159""; transcript_id """"; db_xref ""GeneID:54991""; db_xref ""HGNC:HGNC:26062""; description ""chromosome 1 open reading frame 159""; gbkey ""Gene""; gene ""C1orf159""; gene_biotype ""protein_coding""; "
NC_000001.11	BestRefSeq%2CGnomon	gene	1173880	1197936	.	+	.	"gene_id ""TTLL10""; transcript_id """"; db_xref ""GeneID:254173""; db_xref ""HGNC:HGNC:26693""; description ""tubulin tyrosine ligase like 10""; gbkey ""Gene""; gene ""TTLL10""; gene_biotype ""protein_coding""; gene_synonym ""TTLL5""; "
NC_000001.11	BestRefSeq%2CGnomon	gene	1203508	1206592	.	-	.	"gene_id ""TNFRSF18""; transcript_id """"; db_xref ""GeneID:8784""; db_xref ""HGNC:HGNC:11914""; db_xref ""MIM:603905""; description ""TNF receptor superfamily member 18""; gbkey ""Gene""; gene ""TNFRSF18""; gene_biotype ""protein_coding""; gene_synonym ""AITR""; gene_synonym ""CD357""; gene_synonym ""ENERGEN""; gene_synonym ""GITR""; gene_synonym ""GITR-D""; "
