0	1	2	3	4	5	6	7	8
NC_000012.12	BestRefSeq%2CGnomon	gene	66767	178455	.	+	.	"gene_id ""IQSEC3""; transcript_id """"; db_xref ""GeneID:440073""; db_xref ""HGNC:HGNC:29193""; db_xref ""MIM:612118""; description ""IQ motif and Sec7 domain ArfGEF 3""; gbkey ""Gene""; gene ""IQSEC3""; gene_biotype ""protein_coding""; "
NC_000012.12	BestRefSeq%2CGnomon	gene	183848	214157	.	-	.	"gene_id ""SLC6A12""; transcript_id """"; db_xref ""GeneID:6539""; db_xref ""HGNC:HGNC:11045""; db_xref ""MIM:603080""; description ""solute carrier family 6 member 12""; gbkey ""Gene""; gene ""SLC6A12""; gene_biotype ""protein_coding""; gene_synonym ""BGT-1""; gene_synonym ""BGT1""; gene_synonym ""GAT2""; "
NC_000012.12	BestRefSeq%2CGnomon	gene	220622	262836	.	-	.	"gene_id ""SLC6A13""; transcript_id """"; db_xref ""GeneID:6540""; db_xref ""HGNC:HGNC:11046""; db_xref ""MIM:615097""; description ""solute carrier family 6 member 13""; gbkey ""Gene""; gene ""SLC6A13""; gene_biotype ""protein_coding""; gene_synonym ""GAT-2""; gene_synonym ""GAT2""; gene_synonym ""GAT3""; "
NC_000012.12	BestRefSeq	gene	280057	389320	.	-	.	"gene_id ""KDM5A""; transcript_id """"; db_xref ""GeneID:5927""; db_xref ""HGNC:HGNC:9886""; db_xref ""MIM:180202""; description ""lysine demethylase 5A""; gbkey ""Gene""; gene ""KDM5A""; gene_biotype ""protein_coding""; gene_synonym ""NEDEHC""; gene_synonym ""RBBP-2""; gene_synonym ""RBBP2""; gene_synonym ""RBP2""; "
NC_000012.12	BestRefSeq	gene	389347	442642	.	+	.	"gene_id ""CCDC77""; transcript_id """"; db_xref ""GeneID:84318""; db_xref ""HGNC:HGNC:28203""; description ""coiled-coil domain containing 77""; gbkey ""Gene""; gene ""CCDC77""; gene_biotype ""protein_coding""; "
NC_000012.12	BestRefSeq	gene	459939	563509	.	+	.	"gene_id ""B4GALNT3""; transcript_id """"; db_xref ""GeneID:283358""; db_xref ""HGNC:HGNC:24137""; db_xref ""MIM:612220""; description ""beta-1,4-N-acetyl-galactosaminyltransferase 3""; gbkey ""Gene""; gene ""B4GALNT3""; gene_biotype ""protein_coding""; "
NC_000012.12	BestRefSeq	gene	564296	663445	.	-	.	"gene_id ""NINJ2""; transcript_id """"; db_xref ""GeneID:4815""; db_xref ""HGNC:HGNC:7825""; db_xref ""MIM:607297""; description ""ninjurin 2""; gbkey ""Gene""; gene ""NINJ2""; gene_biotype ""protein_coding""; "
NC_000012.12	BestRefSeq%2CGnomon	gene	752579	911452	.	+	.	"gene_id ""WNK1""; transcript_id """"; db_xref ""GeneID:65125""; db_xref ""HGNC:HGNC:14540""; db_xref ""MIM:605232""; description ""WNK lysine deficient protein kinase 1""; gbkey ""Gene""; gene ""WNK1""; gene_biotype ""protein_coding""; gene_synonym ""HSAN2""; gene_synonym ""HSN2""; gene_synonym ""KDP""; gene_synonym ""p65""; gene_synonym ""PPP1R167""; gene_synonym ""PRKWNK1""; gene_synonym ""PSK""; "
NC_000012.12	BestRefSeq%2CGnomon	gene	911736	991122	.	-	.	"gene_id ""RAD52""; transcript_id """"; db_xref ""GeneID:5893""; db_xref ""HGNC:HGNC:9824""; db_xref ""MIM:600392""; description ""RAD52 homolog, DNA repair protein""; gbkey ""Gene""; gene ""RAD52""; gene_biotype ""protein_coding""; "
NC_000012.12	BestRefSeq%2CGnomon	gene	989959	1495933	.	+	.	"gene_id ""ERC1""; transcript_id """"; db_xref ""GeneID:23085""; db_xref ""HGNC:HGNC:17072""; db_xref ""MIM:607127""; description ""ELKS/RAB6-interacting/CAST family member 1""; gbkey ""Gene""; gene ""ERC1""; gene_biotype ""protein_coding""; gene_synonym ""Cast2""; gene_synonym ""ELKS""; gene_synonym ""ERC-1""; gene_synonym ""RAB6IP2""; "
NC_000012.12	BestRefSeq%2CGnomon	gene	1565993	1594842	.	-	.	"gene_id ""FBXL14""; transcript_id """"; db_xref ""GeneID:144699""; db_xref ""HGNC:HGNC:28624""; db_xref ""MIM:609081""; description ""F-box and leucine rich repeat protein 14""; gbkey ""Gene""; gene ""FBXL14""; gene_biotype ""protein_coding""; gene_synonym ""Fbl14""; "
NC_000012.12	BestRefSeq	gene	1617056	1647212	.	+	.	"gene_id ""WNT5B""; transcript_id """"; db_xref ""GeneID:81029""; db_xref ""HGNC:HGNC:16265""; db_xref ""MIM:606361""; description ""Wnt family member 5B""; gbkey ""Gene""; gene ""WNT5B""; gene_biotype ""protein_coding""; "
NC_000012.12	BestRefSeq%2CGnomon	gene	1691070	1788674	.	+	.	"gene_id ""ADIPOR2""; transcript_id """"; db_xref ""GeneID:79602""; db_xref ""HGNC:HGNC:24041""; db_xref ""MIM:607946""; description ""adiponectin receptor 2""; gbkey ""Gene""; gene ""ADIPOR2""; gene_biotype ""protein_coding""; gene_synonym ""ACDCR2""; gene_synonym ""PAQR2""; "
NC_000012.12	BestRefSeq%2CGnomon	gene	1791963	1918652	.	-	.	"gene_id ""CACNA2D4""; transcript_id """"; db_xref ""GeneID:93589""; db_xref ""HGNC:HGNC:20202""; db_xref ""MIM:608171""; description ""calcium voltage-gated channel auxiliary subunit alpha2delta 4""; gbkey ""Gene""; gene ""CACNA2D4""; gene_biotype ""protein_coding""; gene_synonym ""RCD4""; "
NC_000012.12	BestRefSeq%2CGnomon	gene	1820565	1836753	.	+	.	"gene_id ""LRTM2""; transcript_id """"; db_xref ""GeneID:654429""; db_xref ""HGNC:HGNC:32443""; description ""leucine rich repeats and transmembrane domains 2""; gbkey ""Gene""; gene ""LRTM2""; gene_biotype ""protein_coding""; "
NC_000012.12	BestRefSeq	gene	1941591	2004457	.	-	.	"gene_id ""DCP1B""; transcript_id """"; db_xref ""GeneID:196513""; db_xref ""HGNC:HGNC:24451""; db_xref ""MIM:609843""; description ""decapping mRNA 1B""; gbkey ""Gene""; gene ""DCP1B""; gene_biotype ""protein_coding""; gene_synonym ""DCP1""; "
NC_000012.12	BestRefSeq%2CGnomon	gene	1970780	2697950	.	+	.	"gene_id ""CACNA1C""; transcript_id """"; db_xref ""GeneID:775""; db_xref ""HGNC:HGNC:1390""; db_xref ""MIM:114205""; description ""calcium voltage-gated channel subunit alpha1 C""; gbkey ""Gene""; gene ""CACNA1C""; gene_biotype ""protein_coding""; gene_synonym ""CACH2""; gene_synonym ""CACN2""; gene_synonym ""CACNA1C-IT2""; gene_synonym ""CACNL1A1""; gene_synonym ""CaV1.2""; gene_synonym ""CCHL1A1""; gene_synonym ""LQT8""; gene_synonym ""NEDHLSS""; gene_synonym ""TS""; gene_synonym ""TS. LQT8""; "
