0	1	2	3	4	5	6	7	8
NC_000014.9	BestRefSeq	gene	18601117	18602097	.	+	.	"gene_id ""OR11H12""; transcript_id """"; db_xref ""GeneID:440153""; db_xref ""HGNC:HGNC:30738""; description ""olfactory receptor family 11 subfamily H member 12""; gbkey ""Gene""; gene ""OR11H12""; gene_biotype ""protein_coding""; "
NC_000014.9	BestRefSeq	gene	18967434	19003752	.	+	.	"gene_id ""POTEM""; transcript_id """"; db_xref ""GeneID:641455""; db_xref ""HGNC:HGNC:37096""; description ""POTE ankyrin domain family member M""; gbkey ""Gene""; gene ""POTEM""; gene_biotype ""protein_coding""; gene_synonym ""ACT""; gene_synonym ""P704P""; gene_synonym ""POTE14beta""; "
NC_000014.9	BestRefSeq	gene	19402486	19434341	.	-	.	"gene_id ""POTEG""; transcript_id """"; db_xref ""GeneID:404785""; db_xref ""HGNC:HGNC:33896""; db_xref ""MIM:608916""; description ""POTE ankyrin domain family member G""; gbkey ""Gene""; gene ""POTEG""; gene_biotype ""protein_coding""; gene_synonym ""A26C2""; gene_synonym ""ACTBL1""; gene_synonym ""CT104.4""; gene_synonym ""POTE-14""; gene_synonym ""POTE14""; gene_synonym ""POTE14alpha""; gene_synonym ""POTE22""; "
NC_000014.9	BestRefSeq	gene	19712936	19713883	.	-	.	"gene_id ""OR11H2""; transcript_id """"; db_xref ""GeneID:79334""; db_xref ""HGNC:HGNC:14716""; description ""olfactory receptor family 11 subfamily H member 2""; gbkey ""Gene""; gene ""OR11H2""; gene_biotype ""protein_coding""; gene_synonym ""C14orf15""; gene_synonym ""OR11H13""; gene_synonym ""OR11H2P""; gene_synonym ""OR11H8P""; "
NC_000014.9	BestRefSeq%2CGnomon	gene	19743571	19752334	.	+	.	"gene_id ""OR4Q3""; transcript_id """"; db_xref ""GeneID:441669""; db_xref ""HGNC:HGNC:15426""; description ""olfactory receptor family 4 subfamily Q member 3""; gbkey ""Gene""; gene ""OR4Q3""; gene_biotype ""protein_coding""; gene_synonym ""C14orf13""; gene_synonym ""c14_5008""; gene_synonym ""HSA6""; gene_synonym ""OR14-3""; gene_synonym ""OR4Q4""; partial ""true""; "
NC_000014.9	BestRefSeq	gene	19773504	19783696	.	+	.	"gene_id ""OR4M1""; transcript_id """"; db_xref ""GeneID:441670""; db_xref ""HGNC:HGNC:14735""; db_xref ""MIM:619939""; description ""olfactory receptor family 4 subfamily M member 1""; gbkey ""Gene""; gene ""OR4M1""; gene_biotype ""protein_coding""; gene_synonym ""OLFR734""; gene_synonym ""OR14-7""; "
NC_000014.9	BestRefSeq	gene	19803770	19830253	.	+	.	"gene_id ""OR4N2""; transcript_id """"; db_xref ""GeneID:390429""; db_xref ""HGNC:HGNC:14742""; description ""olfactory receptor family 4 subfamily N member 2""; gbkey ""Gene""; gene ""OR4N2""; gene_biotype ""protein_coding""; gene_synonym ""OR14-13""; gene_synonym ""OR14-8""; "
NC_000014.9	BestRefSeq	gene	19875142	19883932	.	+	.	"gene_id ""OR4K2""; transcript_id """"; db_xref ""GeneID:390431""; db_xref ""HGNC:HGNC:14728""; description ""olfactory receptor family 4 subfamily K member 2""; gbkey ""Gene""; gene ""OR4K2""; gene_biotype ""protein_coding""; gene_synonym ""OR14-15""; "
NC_000014.9	BestRefSeq%2CGnomon	gene	19920263	19936757	.	+	.	"gene_id ""OR4K1""; transcript_id """"; db_xref ""GeneID:79544""; db_xref ""HGNC:HGNC:14726""; description ""olfactory receptor family 4 subfamily K member 1""; gbkey ""Gene""; gene ""OR4K1""; gene_biotype ""protein_coding""; gene_synonym ""OR14-19""; "
NC_000014.9	BestRefSeq	gene	19920607	19921578	.	+	.	"gene_id ""OR4K5""; transcript_id """"; db_xref ""GeneID:79317""; db_xref ""HGNC:HGNC:14745""; description ""olfactory receptor family 4 subfamily K member 5""; gbkey ""Gene""; gene ""OR4K5""; gene_biotype ""protein_coding""; gene_synonym ""OR14-16""; "
